customer_name,Mar_21,Apr_21,May_21,Jun_21,Jul_21,Aug_21,Sep_21,Oct_21,Nov_21,Dec_21,Jan_22,Feb_22,Mar_22,Apr_22,May_22,Jun_22,Jul_22,Aug_22,Sep_22,Oct_22,Nov_22,Dec_22,Jan_23,Feb_23,Mar_23,Apr_23,May_23,Jun_23,Jul_23,Aug_23,Sep_23,Oct_23,Nov_23,Dec_23,Jan_24,Feb_24,Mar_24,Apr_24,May_24,Jun_24,Jul_24,Aug_24,Sep_24,Oct_24,Feb_20,Mar_20,Apr_20,May_20,Jun_20,Jul_20,Aug_20,Sep_20,Oct_20,Nov_20,Dec_20,Jan_21,Feb_21,Nov_24,Dec_24,Jan_25,Feb_25,Dec_18,Jan_19,Feb_19,Mar_19,Apr_19,May_19,Jun_19,Jul_19,Aug_19,Sep_19,Oct_19,Nov_19,Dec_19,Jan_20,Jun_18,Jul_18,Aug_18,Sep_18,Oct_18,Nov_18,Mar_25,Apr_25,May_25,Jun_25,Jul_25,Aug_25,Sep_25,Oct_25,Nov_25,Dec_25,Jan_26,Feb_26,Mar_26,Apr_26,May_26,Jun_26,Jul_26,Aug_26,Sep_26,Oct_26,Nov_26,Dec_26,Jan_27,Feb_27,Mar_27,Apr_27,May_27,Jun_27,Jul_27,Aug_27,Sep_27,Oct_27,Nov_27,Dec_27,Jan_28,Feb_28,Mar_28,Apr_28,May_28,Jun_28,Jul_28,Aug_28,Sep_28,Oct_28,Nov_28,Dec_28,Jan_29,Feb_29,Mar_29,Apr_29,May_29,Jun_29,Jul_29,Aug_29,Sep_29,Oct_29,Nov_29,Dec_29,Jan_30,Feb_30
"""Colerain Township (OH) Department of Fire and EMS""",2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2875.76,2875.76,2875.76,2875.76,2875.76,2875.76,2875.76,2875.76,2875.76,2875.76,2875.76,2875.76,2875.76,2875.76,2875.76,0.0,0.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,0.0,,,,,,,,,,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,2792.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Colerain Township (OH) Police Department""",,,,,,,,,,,,,,,,,,,,,,,,,,,5141.0,5141.0,5141.0,5141.0,5141.0,5141.0,5141.0,5141.0,5141.0,5141.0,5141.0,5141.0,5141.0,5141.0,5141.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Colleyville (TX) Fire Department""",,,,,,,,,,2217.0,2217.0,2217.0,2217.0,2217.0,2217.0,2217.0,2217.0,2217.0,2217.0,2217.0,2217.0,2217.0,2283.5,2283.5,2283.5,2283.5,2283.5,2283.5,2283.5,2283.5,2283.5,2283.5,2283.5,2283.5,2283.5,2283.5,2283.5,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Commerce (TX) Fire Department""",,,,,,,,,,,,,,,,,,,,,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Community (TX) Volunteer Fire Department""",4607.527272727273,4607.527272727273,4613.4,4613.4,4613.4,4613.4,4613.4,4613.4,4613.4,4613.4,4613.4,4613.4,4613.4,4613.4,4613.4,4613.4,4613.4,4613.4,4613.4,4613.4,4613.4,4613.4,4613.4,4613.4,4613.4,4613.4,4751.78,4751.78,4751.78,4751.78,4751.78,4751.78,4751.78,4751.78,4751.78,4751.78,4751.78,4751.78,4751.78,4751.78,4751.78,0.0,0.0,0.0,,,,3774.0,3774.0,3774.0,4607.527272727273,4607.527272727273,4607.527272727273,4607.527272727273,4607.527272727273,4607.527272727273,4607.527272727273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Concord (NC) Fire Department, City of""",8338.0,8338.0,8338.0,8338.0,8338.0,8338.0,8338.0,8338.0,8338.0,8338.0,8338.0,8338.0,8338.0,9393.992366412214,9393.992366412214,9393.992366412214,9393.992366412214,9393.992366412214,9393.992366412214,9393.992366412214,9393.992366412214,8338.0,8338.0,8338.0,8338.0,8338.0,8338.0,8338.0,8338.0,8338.0,8338.0,8338.0,8338.0,8338.0,8338.0,8338.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,8338.0,8338.0,8338.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Concord (NC) Police Department""",,,,,,,,,,,,,,,,,,,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,,,,,,,,,,,,,,1378.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Concord Township (OH) Fire Department""",,,,,,,,,,,,,,,,2795.0,2795.0,2795.0,2795.0,2795.0,2795.0,2795.0,2795.0,2795.0,2795.0,2795.0,2795.0,2795.0,2795.0,2795.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Concord Township-Delaware County (OH) Fire Department""",,,,,,,,,,,,,,,,,,,,,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,1378.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Concord Township-Lake County (OH) Fire Department""",,,,,,,,,,,,,,,,,,,,,,,,,,,,-358.6299999999999,-358.6299999999999,-358.6299999999999,-358.6299999999999,-358.6299999999999,-358.6299999999999,-358.6299999999999,-358.6299999999999,-358.6299999999999,-358.6299999999999,-358.6299999999999,-358.6299999999999,-358.6299999999999,-358.6299999999999,-358.6299999999999,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Concordville (PA) Fire Company""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1232.91,1232.91,1232.91,1232.91,1232.91,1232.91,1232.91,1232.91,1232.91,1232.91,1232.91,1232.91,1232.91,1232.91,1232.91,0.0,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Concordville (PA) Fire Company (CTVFRA Relief Association)""",1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Coral Gables (FL) Fire Rescue, City of""",,,,,,,2019.6447841726617,2019.6447841726617,2019.6447841726617,2019.6447841726617,2019.6447841726617,2019.6447841726617,2019.6447841726617,2019.6447841726617,2019.6447841726617,2019.6447841726617,2019.6447841726617,2019.6447841726617,2019.6447841726617,2019.6447841726617,2019.6447841726617,2019.6447841726617,2019.6447841726617,2019.6447841726617,2019.6447841726617,2019.6447841726617,2019.6447841726617,2019.6447841726617,2019.6447841726617,2019.6447841726617,2019.6447841726617,2019.6447841726617,2019.6447841726617,2019.6447841726617,2019.6447841726617,2019.6447841726617,2019.6447841726617,2019.6447841726617,2019.6447841726617,2019.6447841726617,2019.6447841726617,2019.6447841726617,2019.6447841726617,2019.6447841726617,,,,,,,,,,,,,,2019.6447841726617,2019.6447841726617,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Coral Springs (FL) Fire Department, City of""",4059.0000000000005,4059.0000000000005,4059.0000000000005,4059.0000000000005,4059.0000000000005,4059.0000000000005,4059.0000000000005,4059.0000000000005,4059.0000000000005,4059.0000000000005,4059.0000000000005,4059.0000000000005,4059.0000000000005,4059.0000000000005,4059.0000000000005,4708.084337349398,4708.084337349398,4708.084337349398,4708.084337349398,4708.084337349398,4708.084337349398,4708.084337349398,4708.084337349398,4708.084337349398,4708.084337349398,4708.084337349398,4708.084337349398,4708.084337349398,4708.084337349398,4797.0,4797.0,4797.0,4797.0,4797.0,4797.0,4797.0,4797.0,4797.0,4797.0,4797.0,4797.0,4797.0,4797.0,4797.0,,,,,,,4059.0000000000005,4059.0000000000005,4059.0000000000005,4059.0000000000005,4059.0000000000005,4059.0000000000005,4059.0000000000005,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Coral Springs (FL) Health & Wellness Center""",,,,,,,,,,,,,,,,,,,,,,,,,,1475.9999999999998,1475.9999999999998,1475.9999999999998,1475.9999999999998,1475.9999999999998,1475.9999999999998,1475.9999999999998,1475.9999999999998,1475.9999999999998,1475.9999999999998,1475.9999999999998,1475.9999999999998,1475.9999999999998,1475.9999999999998,1475.9999999999998,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Corbett (OR) Fire Department""",,,718.8,718.8,718.8,718.8,718.8,718.8,718.8,718.8,718.8,718.8,718.8,718.8,718.8,718.8,718.8,718.8,718.8,718.8,718.8,718.8,718.8,718.8,718.8,718.8,718.8,718.8,718.8,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Corinth-Shiloh (SC) Fire Department""",,,,,,,,,,,,,,,,,,,,,,1358.0,1358.0,1358.0,1358.0,1358.0,1358.0,1358.0,1358.0,1358.0,1358.0,1358.0,1358.0,1358.0,1358.0,1358.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Cotton (NC) Volunteer Fire Department""",399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,0.0,0.0,0.0,,,,,,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,399.0,399.0,399.0,,,,,,,,,,,,,,,,,499.0,499.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Country Club Hills (IL) Fire Department""",1803.1467391304348,1803.1467391304348,1813.0,1813.0,1813.0,1813.0,1813.0,1813.0,1813.0,1813.0,3367.0,3367.0,3367.0,3367.0,1553.9999999999998,1553.9999999999998,1553.9999999999998,1553.9999999999998,1553.9999999999998,1553.9999999999998,1553.9999999999998,1553.9999999999998,2218.62,2218.62,2218.62,2218.62,2218.62,2218.62,2218.62,2218.62,2218.62,2218.62,2218.62,2218.62,2218.62,2218.62,2218.62,0.0,0.0,0.0,,,,,1803.1467391304348,1803.1467391304348,1803.1467391304348,1803.1467391304348,1803.1467391304348,1803.1467391304348,1803.1467391304348,1803.1467391304348,1803.1467391304348,1803.1467391304348,1803.1467391304348,1803.1467391304348,1803.1467391304348,,,,,,,1813.0,1813.0,1813.0,1813.0,1813.0,1813.0,1813.0,1813.0,1813.0,1813.0,1813.0,3616.146739130435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Country Club Hills (IL) Parks and Recs""",356.8207282913165,356.8207282913165,356.8207282913165,356.8207282913165,356.8207282913165,356.8207282913165,356.8207282913165,356.8207282913165,356.8207282913165,356.8207282913165,356.8207282913165,356.8207282913165,356.8207282913165,356.8207282913165,356.8207282913165,356.8207282913165,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,359.47,359.47,359.47,359.47,359.47,359.47,359.47,359.47,359.47,359.47,359.47,359.47,359.47,359.47,359.47,0.0,356.79888268156424,356.79888268156424,356.79888268156424,356.79888268156424,356.79888268156424,356.8207282913165,356.8207282913165,356.8207282913165,356.8207282913165,356.8207282913165,356.8207282913165,356.8207282913165,356.8207282913165,0.0,0.0,,,,,,,,,,356.79888268156424,356.79888268156424,356.79888268156424,356.79888268156424,356.79888268156424,356.79888268156424,356.79888268156424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Country Club Hills (IL) Police Department""",1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,0.0,0.0,0.0,,,,,,,,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,,,,,,,,,,,,,,,1047.0,1047.0,1047.0,1047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Country Club Hills (IL), City of""",2154.0,2513.0,2513.0,359.0,359.0,359.0,359.0,359.0,359.0,359.0,359.0,359.0,359.0,359.0,359.0,3231.0,3231.0,3231.0,3231.0,3231.0,3231.0,3231.0,3231.0,3231.0,3231.0,3231.0,3231.0,3327.93,3327.93,3327.93,3327.93,3327.93,3327.93,3327.93,3327.93,3327.93,3327.93,3327.93,3327.93,3327.93,3327.93,3327.93,0.0,0.0,1075.8666666666668,1075.8666666666668,1075.8666666666668,1075.8666666666668,2154.0,2154.0,2154.0,2154.0,2154.0,2154.0,2154.0,2154.0,2154.0,0.0,,,,,,,,,,718.0,1075.8666666666668,1075.8666666666668,1075.8666666666668,1075.8666666666668,1075.8666666666668,1075.8666666666668,1075.8666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""County (MA)  Ambulance Service""",755.3857784431137,755.3857784431137,755.3857784431137,755.3857784431137,755.3857784431137,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,,,,,,,419.4,755.3857784431137,755.3857784431137,755.3857784431137,755.3857784431137,755.3857784431137,755.3857784431137,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Covington (GA) Fire Department, City of""",2156.4,2156.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2156.4,2156.4,2156.4,2156.4,2156.4,2156.4,2156.4,2156.4,2156.4,2156.4,2156.4,2156.4,2221.08,2221.08,2221.08,2221.08,2221.08,2221.08,2221.08,2221.08,2221.08,2221.08,2221.08,2221.08,2221.08,2221.08,2221.08,0.0,0.0,0.0,,,,2156.4,2156.4,2156.4,2156.4,2156.4,2156.4,2156.4,2156.4,2156.4,2156.4,2156.4,2156.4,2156.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Cowlitz County (WA) Fire District 6""",798.0,798.0,798.0,798.0,798.0,798.0,798.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410.97,410.97,410.97,410.97,410.97,410.97,410.97,410.97,410.97,410.97,410.97,410.97,410.97,410.97,410.97,0.0,0.0,0.0,,,,,,,798.0,798.0,798.0,798.0,798.0,798.0,798.0,798.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Crescent Springs Villa Hills (KY)  Fire Department""",399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,,,,,,,,399.0,399.0,399.0,399.0,399.0,399.0,399.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Creve Coeur (MO) Fire Protection District""",1553.9999999999998,1553.9999999999998,1553.9999999999998,1553.9999999999998,1553.9999999999998,1553.9999999999998,1553.9999999999998,1553.9999999999998,1553.9999999999998,1553.9999999999998,1553.9999999999998,1553.9999999999998,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.53807106598987,257.53807106598987,257.53807106598987,257.53807106598987,257.53807106598987,257.53807106598987,1553.9999999999998,1553.9999999999998,1553.9999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Croft (SC) Fire Department/Formerly Roebuck (SC) Fire Department""",1197.0,1197.0,1197.0,2394.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1232.91,1232.91,1232.91,1232.91,1232.91,1232.91,1232.91,1232.91,1232.91,1232.91,1232.91,1232.91,1232.91,1232.91,1232.91,0.0,0.0,,,,,,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Crown Point (IN) Fire Rescue, City of""",499.0,499.0,499.0,499.0,499.0,499.0,499.0,3200.429411764706,3200.429411764706,3200.429411764706,3200.429411764706,3200.429411764706,1996.0,1996.0,1996.0,1996.0,1996.0,1996.0,1996.0,1996.0,1996.0,1996.0,1996.0,1996.0,2055.88,2055.88,2055.88,2055.88,2055.88,2055.88,2055.88,2055.88,2055.88,2055.88,2055.88,2055.88,2055.88,2055.88,2055.88,0.0,0.0,0.0,,,,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Crown Point (IN) Police Department""",,,,,,,,,,,,,,,,,,,,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,689.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Cutlerville (MI) Fire Department""",,,,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,0.0,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""D'Iberville (MS) Fire Department""",698.0,698.0,698.0,698.0,1777.5338983050847,1777.5338983050847,1777.5338983050847,1777.5338983050847,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,1047.0,0.0,0.0,0.0,,,,,,,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,698.0,,,,,,,,,,,,,,,,698.0,698.0,698.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""DLA Richmond (VA) Fire & EMS""",,,,,,,,,,,,,,,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,699.0,746.4844759206799,746.4844759206799,746.4844759206799,746.4844759206799,746.4844759206799,746.4844759206799,746.4844759206799,746.4844759206799,746.4844759206799,746.4844759206799,746.4844759206799,746.4844759206799,746.4844759206799,746.4844759206799,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Daleville-Salem Township (IN) Fire Territory""",838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,863.9599999999999,863.9599999999999,863.9599999999999,863.9599999999999,863.9599999999999,863.9599999999999,863.9599999999999,863.9599999999999,863.9599999999999,863.9599999999999,863.9599999999999,863.9599999999999,863.9599999999999,863.9599999999999,863.9599999999999,0.0,0.0,0.0,,,,,,,,,,,,,,,,838.8,838.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Dallas Fort Worth (TX) International Airport""",,,,,,,,,,,,,,,,,,,,,,2516.4,2516.4,2516.4,2516.4,2516.4,2516.4,2516.4,2516.4,2516.4,2516.4,2516.4,2516.4,2516.4,2516.4,2516.4,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Dandridge (TN) Fire Department""",499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,513.97,513.97,513.97,513.97,513.97,513.97,513.97,513.97,513.97,513.97,513.97,513.97,513.97,513.97,513.97,0.0,0.0,0.0,,,,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Danville (IN) Fire Department/Marion Twp. Trustee (IN)""",1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1797.35,1797.35,1797.35,1797.35,1797.35,1797.35,1797.35,1797.35,1797.35,1797.35,1797.35,1797.35,1797.35,1797.35,1797.35,0.0,0.0,0.0,,,,1744.9999999999998,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,3490.0,,,,,,,,1744.9999999999998,1744.9999999999998,1744.9999999999998,1744.9999999999998,1744.9999999999998,1744.9999999999998,1744.9999999999998,1744.9999999999998,1744.9999999999998,1744.9999999999998,1744.9999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Darby (PA) Fire Company #1610""",838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,0.0,0.0,0.0,,,,,,,,,,,,,,,,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Darien-Woodbridge (IL) Fire Protection District""",,,,,,,,,,,,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,838.8,1702.7599999999998,863.9599999999999,863.9599999999999,863.9599999999999,863.9599999999999,863.9599999999999,863.9599999999999,863.9599999999999,863.9599999999999,863.9599999999999,863.9599999999999,863.9599999999999,863.9599999999999,863.9599999999999,863.9599999999999,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
